Id_studenta,Imie,Nazwisko,Uczelnia,Miejsce_zam,Rok_studiow,Dochod_na_osobe,,,miasta,
1333,Mariola,Kucharska,Uniwersytet Krolewski,Mikolow,I,373,,,Mikolow,
1334,Michal,Batorowicz,Politechnika Krolewska,Swietochlowice,I,1287,,,Swietochlowice,
1335,Aleksandra,Piotrowska,Politechnika Informatyczno-Elektroniczna,Lublin,I,1210,,,Lublin,
1336,Jaroslaw,Matusz,Wyzsza Szko�a Techniczna,Rybnik,V,2156,,,Rybnik,
1337,Krystyna,Zukowska,Politechnika Krolewska,Grudziadz,I,1150,,,Grudziadz,
1338,Witold,Witkowski,Politechnika Informatyczno-Elektroniczna,Swietochlowice,II,2162,,,Swietochlowice,
1339,Edward,Balowski,Uniwersytet Krolewski,Rabka,I,1187,,,Rabka,
1340,Jan,Wilczek,Politechnika Informatyczno-Elektroniczna,Kuznia Raciborska,I,1387,,,Kuznia Raciborska,
1341,Krystian,Szatylowicz,Uniwersytet Pedagogiczny,Radom,V,2564,,,Radom,
1342,Ewelina,Paca,Politechnika Krolewska,Naleczow,I,350,,,Naleczow,
1343,Adam,Piotrowski,Uniwersytet Sportu i Turystyki,Bochnia,V,3121,,,Bochnia,
1344,Anna,Rolek,Politechnika Informatyczno-Elektroniczna,Tarnow,II,615,,,Tarnow,
1345,Grzegorz,Kalamar,Uniwersytet Krolewski,Miechow,II,412,,,Miechow,
1346,Jan,Witaj,Uniwersytet Krolewski,Aleksandrow Kujawski,I,400,,,Aleksandrow Kujawski,
1347,Magdalena,Antos,Politechnika Informatyczno-Elektroniczna,Ruda Slaska,I,430,,,Ruda Slaska,
1348,Joanna,Wasowicz,Uniwersytet Krolewski,Bialaszewo,I,757,,,Bialaszewo,
1349,Przemyslaw,Dobrzynski,Uniwersytet Pedagogiczny,Jedrzejow,I,2648,,,Jedrzejow,
1350,Piotr,Kisielewicz,Politechnika Krolewska,Zgorzelec,I,3026,,,Zgorzelec,
1351,Jerzy,Banan,Politechnika Krolewska,Bedzin,I,1463,,,Bedzin,
1352,Rafal,Blocki,Politechnika Informatyczno-Elektroniczna,Swietochlowice,I,2425,,,Swietochlowice,
1353,Bartosz,Bek,Uniwersytet Krolewski,Tarnow,I,669,,,Tarnow,
1354,Piotr,Bentkowski,Uniwersytet Krolewski,Siewierz,I,2587,,,Siewierz,
1355,Bernard,Kregiel,Politechnika Informatyczno-Elektroniczna,Rzeszow,I,2289,,,Rzeszow,
1356,Malgorzata,Cichawa,Uniwersytet Krolewski,Dlugopole-Zdroj,II,1949,,,Dlugopole-Zdroj,
1357,Danuta,Pietruszka,Uniwersytet Ekonomiczny,Istebna,I,918,,,Istebna,
1358,Andrzej,Korzeniewski,Politechnika Informatyczno-Elektroniczna,Siemianowice Slaskie,I,3116,,,Siemianowice Slaskie,
1359,Zofia,Bakus,Uniwersytet Krolewski,Kielce,II,945,,,Kielce,
1360,Miron,Symanski,Uniwersytet Ekonomiczny,Nowy Targ,V,3075,,,Nowy Targ,
1361,Witold,Kornacki,Politechnika Krolewska,Mikolow,I,2770,,,Mikolow,
1362,Mikolaj,Grochalski,Akademia Sztuk Pieknych,Tarnobrzeg,I,1047,,,Tarnobrzeg,
1363,Marcin,Walczak,Uniwersytet Krolewski,Wadowice,V,2063,,,Wadowice,
1364,Jacek,Rynkiewicz,Politechnika Krolewska,Sanok,I,1578,,,Sanok,
1365,Marcin,Janeczek,Politechnika Informatyczno-Elektroniczna,Pyrzowice,IV,628,,,Pyrzowice,
1366,Halina,Bajerek,Politechnika Krolewska,Bielsko - Biala,I,2047,,,Bielsko - Biala,
1367,Dominik,Zelechowski,Uniwersytet Pedagogiczny,Pilica,I,2926,,,Pilica,
1368,Antoni,Buchalterz,Politechnika Informatyczno-Elektroniczna,Nowy Targ,III,1308,,,Nowy Targ,
1369,Joanna,Majeczek,Politechnika Informatyczno-Elektroniczna,Gliwice,I,3060,,,Gliwice,
1370,Patrycja,Majka,Uniwersytet Sportu i Turystyki,Swietochlowice,I,783,,,Swietochlowice,
1371,Bronislawa,Zwozniak,Politechnika Informatyczno-Elektroniczna,Tworog,III,2009,,,Tworog,
1372,Lukasz,Ostrobramski,Politechnika Informatyczno-Elektroniczna,Tarnow,II,2376,,,Tarnow,
1373,Piotr,Baranski,Politechnika Informatyczno-Elektroniczna,Krosno,I,2861,,,Krosno,
1374,Barbara,Kaczmarek,Politechnika Informatyczno-Elektroniczna,Krosno,II,2792,,,Krosno,
1375,Adam,Warka,Politechnika Krolewska,Rzeszow,II,1217,,,Rzeszow,
1376,Ewa,Pustelnik,Akademia Sztuk Pieknych,Trzebinia,I,1449,,,Trzebinia,
1377,Jerzy,Soplica,Uniwersytet Ekonomiczny,Dobre Miasto,I,2472,,,Dobre Miasto,
1378,Wojciech,Kaminski,Uniwersytet Krolewski,Trzebinia,V,587,,,Trzebinia,
1379,Boguslawa,Sawicka,Uniwersytet Ekonomiczny,Bielsko - Biala,V,2168,,,Bielsko - Biala,
1380,Wincenty,Pohorecki,Uniwersytet Muzyczny,Pyrzowice,II,1619,,,Pyrzowice,
1381,Maciej,Proniewicz,Politechnika Informatyczno-Elektroniczna,Sucha Beskidzka,III,1252,,,Sucha Beskidzka,
1382,Wislawa,Slonina,Politechnika Krolewska,Krapkowice,IV,2012,,,Krapkowice,
1383,Danuta,Krak,Politechnika Informatyczno-Elektroniczna,Kedzierzyn-Kozle,I,2171,,,Kedzierzyn-Kozle,
1384,Janusz,Wrobel,Uniwersytet Krolewski,Swietochlowice,V,3234,,,Swietochlowice,
1385,Marek,Poludniak,Uniwersytet Rolniczy,Piechowice,V,1569,,,Piechowice,
1386,Hanna,Karska,Uniwersytet Krolewski,Pulawy,I,1912,,,Pulawy,
1387,Patrycja,Dona,Politechnika Krolewska,Sosnicowice,I,2571,,,Sosnicowice,
1388,Szymon,Kulik,Akademia Sztuk Pieknych,Bochnia,I,834,,,Bochnia,
1389,Sonia,Kozubik,Uniwersytet Krolewski,Ustron,I,768,,,Ustron,
1390,Mikolaj,Mela,Uniwersytet Krolewski,Limanowa,III,2192,,,Limanowa,
1391,Ewelina,Rykala,Politechnika Krolewska,Gieraltowice,I,1236,,,Gieraltowice,
1392,Jedrzej,Banas,Uniwersytet Krolewski,Krzeszowice,V,2002,,,Krzeszowice,
1393,Beata,Myrcik,Uniwersytet Krolewski,Sosnowiec,III,2330,,,Sosnowiec,
1394,Anna,Ostrowska,Uniwersytet Krolewski,Kielce,I,622,,,Kielce,
1395,Henryka,Blizna,Uniwersytet Pedagogiczny,Swietochlowice,II,3006,,,Swietochlowice,
1396,Cecylia,Jaskolska,Akademia Sztuk Pieknych,Koscian,III,3050,,,Koscian,
1397,Piotr,Siudut,Uniwersytet Krolewski,Ledziny,I,2195,,,Ledziny,
1398,Arnold,Bandera,Uniwersytet Rolniczy,Kielce,I,500,,,Kielce,
1399,Janusz,Slomski,Politechnika Krolewska,Kepice,III,2778,,,Kepice,
1400,Alicja,Gorniak,Wyzsza Szko�a Techniczna,Gorki Male,I,658,,,Gorki Male,
1401,Lukasz,Bajor,Politechnika Informatyczno-Elektroniczna,Warszawa,I,1527,,,Warszawa,
1402,Grzegorz,Zaba,Uniwersytet Krolewski,Opole,III,1006,,,Opole,
1403,Patryk,Zychowicz,Politechnika Informatyczno-Elektroniczna,Sanok,I,2391,,,Sanok,
1404,Malgorzata,Bedka,Politechnika Informatyczno-Elektroniczna,Ustron,II,2494,,,Ustron,
1405,Zygmunt,Augustyniak,Uniwersytet Sportu i Turystyki,Deblin,II,2006,,,Deblin,
1406,Adam,Grzmot,Politechnika Informatyczno-Elektroniczna,Oswiecim,V,890,,,Oswiecim,
1407,Jolanta,Guryn,Politechnika Informatyczno-Elektroniczna,Mikolow,I,2391,,,Mikolow,
1408,Joanna,Warzecha,Politechnika Informatyczno-Elektroniczna,Czestochowa,III,833,,,Czestochowa,
1409,Alina,Nowak,Politechnika Krolewska,Ciechocinek,I,1234,,,Ciechocinek,
1410,Piotr,Papier,Politechnika Informatyczno-Elektroniczna,Rajcza,I,987,,,Rajcza,
1411,Patrycja,Fleisch,Uniwersytet Pedagogiczny,Bytom,I,585,,,Bytom,
1412,Adam,Cichowas,Uniwersytet Krolewski,Karniewo,I,2865,,,Karniewo,
1413,Dominika,Kierat,Politechnika Informatyczno-Elektroniczna,Wadowice,I,1493,,,Wadowice,
1414,Piotr,Targosz,Politechnika Krolewska,Chalupki,I,2597,,,Chalupki,
1415,Michal,Szmigin,Uniwersytet Krolewski,Swietochlowice,III,3126,,,Swietochlowice,
1416,Antoni,Graczyk,Politechnika Informatyczno-Elektroniczna,Pyrzowice,IV,2209,,,Pyrzowice,
1417,Malgorzata,Balinska,Politechnika Informatyczno-Elektroniczna,Elblag,I,1709,,,Elblag,
1418,Justyna,Sliwinska,Politechnika Informatyczno-Elektroniczna,Kielce,I,2818,,,Kielce,
1419,Witold,Kowal,Politechnika Krolewska,Tarnobrzeg,II,2591,,,Tarnobrzeg,
1420,Beata,Rejkowicz,Politechnika Informatyczno-Elektroniczna,Nowy Targ,I,1822,,,Nowy Targ,
1421,Marta,Bajerka,Uniwersytet Krolewski,Slawkow,I,2757,,,Slawkow,
1422,Karolina,Krynicka,Uniwersytet Krolewski,Raciborz,I,962,,,Raciborz,
1423,Zofia,Cybulska,Politechnika Krolewska,Koniakow,II,2100,,,Koniakow,
1424,Kacper,Gajdemski,Uniwersytet Krolewski,Przemysl,III,2793,,,Przemysl,
1425,Adam,Prokop,Politechnika Informatyczno-Elektroniczna,Gubin,I,898,,,Gubin,
1426,Kleopatra,Janska,Uniwersytet Krolewski,Tarnobrzeg,I,724,,,Tarnobrzeg,
1427,Jadwiga,Balcerowska,Uniwersytet Krolewski,Szczyrk,I,1158,,,Szczyrk,
1428,Joanna,Podczasiak,Uniwersytet Ekonomiczny,Dlugopole-Zdroj,I,921,,,Dlugopole-Zdroj,
1429,Hanna,Cabaj,Uniwersytet Krolewski,Katowice,V,2281,,,Katowice,
1430,Katarzyna,Komar,Uniwersytet Krolewski,Oswiecim,I,2969,,,Oswiecim,
1431,Pawel,Zmelty,Politechnika Informatyczno-Elektroniczna,Strzelce Opolskie,I,397,,,Strzelce Opolskie,
1432,Adam,Kral,Politechnika Krolewska,Siewierz,I,2164,,,Siewierz,
1433,Kajetan,Szczepanski,Politechnika Informatyczno-Elektroniczna,Strzelce Opolskie,IV,2369,,,Strzelce Opolskie,
1434,Adrian,Badera,Uniwersytet Pedagogiczny,Slawkow,I,2481,,,Slawkow,
1435,Adelajda,Czerwinska,Uniwersytet Krolewski,Tarnobrzeg,III,2940,,,Tarnobrzeg,
1436,Alina,Miekus,Politechnika Informatyczno-Elektroniczna,Strzelce Opolskie,I,896,,,Strzelce Opolskie,
1437,Lidia,Sroda,Politechnika Informatyczno-Elektroniczna,Wadowice,IV,1577,,,Wadowice,
1438,Alicja,Danek,Uniwersytet Krolewski,Tarnow,I,787,,,Tarnow,
1439,Danuta,Muniak,Uniwersytet Krolewski,Myslowice,I,1924,,,Myslowice,
1440,Natalia,Zawalinska,Politechnika Informatyczno-Elektroniczna,Ledziny,I,1082,,,Ledziny,
1441,Emila,Florek,Uniwersytet Krolewski,Piwniczna-Zdroj,I,2316,,,Piwniczna-Zdroj,
1442,Adam,Lewik,Politechnika Krolewska,Bielsko - Biala,IV,2728,,,Bielsko - Biala,
1443,Jadwiga,Duzy,Politechnika Informatyczno-Elektroniczna,Walce,I,2256,,,Walce,
1444,Kacper,Billa,Uniwersytet Ekonomiczny,Katowice,IV,2354,,,Katowice,
1445,Jan,Witaszczyk,Uniwersytet Krolewski,Zory,V,973,,,Zory,
1446,Michal,Katon,Uniwersytet Krolewski,Sosnicowice,IV,689,,,Sosnicowice,
1447,Janusz,Rys,Politechnika Informatyczno-Elektroniczna,Debowiec,V,1216,,,Debowiec,
1448,Celina,Bednarska,Politechnika Krolewska,Zamosc,I,1264,,,Zamosc,
1449,Jan,Majewski,Politechnika Informatyczno-Elektroniczna,Czestochowa,I,2899,,,Czestochowa,
1450,Janina,Witarek,Akademia Sztuk Pieknych,Miedzyrzecz,I,1863,,,Miedzyrzecz,
1451,Karolina,Rogowska,Uniwersytet Pedagogiczny,Oborniki,I,3050,,,Oborniki,
1452,Oskar,Ploszaj,Uniwersytet Krolewski,Kleszczow,II,1257,,,Kleszczow,
1453,Anna,Marciniak,Uniwersytet Krolewski,Jedrzejow,V,3038,,,Jedrzejow,
1454,Arkadiusz,Pyzikowski,Uniwersytet Krolewski,Slawkow,III,2036,,,Slawkow,
1455,Marcin,Szumowski,Politechnika Informatyczno-Elektroniczna,Deblin,I,1310,,,Deblin,
1456,Anastazja,Czarnecka,Uniwersytet Krolewski,Katowice,II,1700,,,Katowice,
1457,Leszek,Bareczek,Akademia Sztuk Pieknych,Nowy Targ,I,2922,,,Nowy Targ,
1458,Beata,Pogonska,Akademia Sztuk Pieknych,Kobylin-Borzymy,IV,2983,,,Kobylin-Borzymy,
1459,Klaudia,Dziarska,Uniwersytet Ekonomiczny,Lubaczow,V,1945,,,Lubaczow,
1460,Zofia,Mazowiecka,Uniwersytet Rolniczy,Ruda Slaska,II,1965,,,Ruda Slaska,
1461,Rafal,Radwan,Politechnika Informatyczno-Elektroniczna,Gieblo,IV,2914,,,Gieblo,
1462,Karolina,Dabrowka,Politechnika Krolewska,Poraj,I,2145,,,Poraj,
1463,Kinga,Winkler,Uniwersytet Krolewski,Tworog,I,2655,,,Tworog,
1464,Brygida,Molikiewicz,Politechnika Krolewska,Tworog,I,725,,,Tworog,
1465,Adam,Wojtas,Politechnika Informatyczno-Elektroniczna,Siemianowice Slaskie,I,1906,,,Siemianowice Slaskie,
1466,Anna,Balcerek,Akademia Sztuk Pieknych,Tychy,I,1624,,,Tychy,
1467,Nicola,Oleksza,Politechnika Krolewska,Czestochowa,I,381,,,Czestochowa,
1468,Walery,Susel,Politechnika Informatyczno-Elektroniczna,Nowy Sacz,III,2097,,,Nowy Sacz,
1469,Janusz,Tkaczyk,Uniwersytet Krolewski,Myslowice,I,633,,,Myslowice,
1470,Maria,Bujaczka,Politechnika Informatyczno-Elektroniczna,Nowy Sacz,I,1216,,,Nowy Sacz,
1471,Olgierd,Rokpol,Uniwersytet Ekonomiczny,Ciechanow,I,3348,,,Ciechanow,
1472,Adrianna,Wojtas,Politechnika Krolewska,Koniakow,II,2746,,,Koniakow,
1473,Jan,Orlowski,Politechnika Informatyczno-Elektroniczna,Naleczow,I,1314,,,Naleczow,
1474,Marcin,Budzisz,Politechnika Informatyczno-Elektroniczna,Gliwice,I,1837,,,Gliwice,
1475,Adrianna,Tarara,Uniwersytet Ekonomiczny,Katowice,II,3255,,,Katowice,
1476,Anna,Marchlewska,Uniwersytet Krolewski,Mikolow,I,385,,,Mikolow,
1477,Kamil,Tusinski,Uniwersytet Krolewski,Olszyna,IV,1663,,,Olszyna,
1478,Mateusz,Pyla,Uniwersytet Krolewski,Chalupki,III,2902,,,Chalupki,
1479,Halina,Fido,Politechnika Informatyczno-Elektroniczna,Swietochlowice,IV,3069,,,Swietochlowice,
1480,Magdalena,Sznyrowska,Politechnika Informatyczno-Elektroniczna,Siemianowice Slaskie,I,1096,,,Siemianowice Slaskie,
1481,Martyn,Milek,Politechnika Krolewska,Jozefow,IV,1363,,,Jozefow,
1482,Janina,Ciechanowicz,Uniwersytet Ekonomiczny,Katowice,I,2829,,,Katowice,
1483,Alicja,Chrzan,Uniwersytet Rolniczy,Halinow,I,1489,,,Halinow,
1484,Andrzej,Bawar,Uniwersytet Krolewski,Tworog,I,1189,,,Tworog,
1485,Patryk,Barcikowski,Politechnika Informatyczno-Elektroniczna,Dabrowa Gornicza,I,2031,,,Dabrowa Gornicza,
1486,Ewelina,Marzec,Politechnika Informatyczno-Elektroniczna,Szczekociny,II,1993,,,Szczekociny,
1487,Laura,Ochota,Uniwersytet Krolewski,Wodzislaw Slaski,I,1622,,,Wodzislaw Slaski,
1488,Ewelina,Chojna,Uniwersytet Pedagogiczny,Alwernia,I,355,,,Alwernia,
1489,Zbigniew,Fijas,Politechnika Informatyczno-Elektroniczna,Rajcza,II,2746,,,Rajcza,
1490,Grazyna,Sikorowicz,Politechnika Informatyczno-Elektroniczna,Tychy,I,505,,,Tychy,
1491,Ireneusz,Szydlak,Politechnika Informatyczno-Elektroniczna,Tychy,II,1971,,,Tychy,
1492,Malgorzata,Bronicz,Uniwersytet Krolewski,Elk,I,2290,,,Elk,
1493,Paulina,Malecka,Wyzsza Szko�a Techniczna,Gieraltowice,I,2037,,,Gieraltowice,
1494,Krystian,Dunaj,Politechnika Informatyczno-Elektroniczna,Trzebinia,V,2634,,,Trzebinia,
1495,Zbigniew,Milion,Uniwersytet Rolniczy,Bytom,II,545,,,Bytom,
1496,Alan,Nieszporek,Politechnika Informatyczno-Elektroniczna,Myszkow,I,1921,,,Myszkow,
1497,Wanda,Barabasz,Politechnika Krolewska,Tarnow,II,1227,,,Tarnow,
1498,Dawid,Adamek,Politechnika Informatyczno-Elektroniczna,Jaslo,I,1512,,,Jaslo,
1499,Ewa,Malkowska,Politechnika Informatyczno-Elektroniczna,Jezewo,I,1388,,,Jezewo,
1500,Paulina,Andruszewska,Politechnika Informatyczno-Elektroniczna,Naleczow,I,766,,,Naleczow,
1501,Elzbieta,Kosinska,Politechnika Informatyczno-Elektroniczna,Legnica,I,2455,,,Legnica,
1502,Artur,Biankowski,Uniwersytet Krolewski,Radom,I,577,,,Radom,
1503,Malgorzata,Podsiadlo,Politechnika Informatyczno-Elektroniczna,Daszyna,I,1164,,,Daszyna,
1504,Wioletta,Oliwa,Uniwersytet Krolewski,Gubin,III,762,,,Gubin,
1505,Eustachy,Czyrnek,Politechnika Informatyczno-Elektroniczna,Kedzierzyn-Kozle,IV,536,,,Kedzierzyn-Kozle,
1506,Boguslawa,Kowalska,Politechnika Informatyczno-Elektroniczna,Bochnia,III,2453,,,Bochnia,
1507,Antoni,Rutkowski,Uniwersytet Krolewski,Trzebinia,I,3173,,,Trzebinia,
1508,Michal,Kowalski,Politechnika Informatyczno-Elektroniczna,Bedzin,V,2706,,,Bedzin,
1509,Agnieszka,�miel,Politechnika Krolewska,Sucha Beskidzka,I,2319,,,Sucha Beskidzka,
1510,Wieslaw,Helski,Politechnika Informatyczno-Elektroniczna,Walce,II,534,,,Walce,
1511,Aleksy,Domagalik,Uniwersytet Ekonomiczny,Bialystok,II,1749,,,Bialystok,
1512,Katarzyna,Ogrodniczak,Uniwersytet Pedagogiczny,Warszawa,III,1421,,,Warszawa,
1513,Maciej,Kaminski,Politechnika Informatyczno-Elektroniczna,Dobre Miasto,III,1509,,,Dobre Miasto,
1514,Bronislaw,Chwala,Uniwersytet Krolewski,Trzebinia,I,1032,,,Trzebinia,
1515,Jozafat,Marcinkiewicz,Politechnika Informatyczno-Elektroniczna,Gostyn,III,3054,,,Gostyn,
1516,Miron,Mewa,Uniwersytet Krolewski,Klomnice,V,2311,,,Klomnice,
1517,Zofia,Piwowarczyk,Akademia Sztuk Pieknych,Nysa,V,1206,,,Nysa,
1518,Jakub,Grzybowski,Uniwersytet Pedagogiczny,Kielce,I,2915,,,Kielce,
1519,Janusz,Kowalonek,Uniwersytet Pedagogiczny,Gliwice,II,1974,,,Gliwice,
1520,Teresa,Wrobel,Politechnika Krolewska,Nowy Sacz,IV,2341,,,Nowy Sacz,
1521,Karolina,Kryniewska,Politechnika Krolewska,Swietochlowice,I,795,,,Swietochlowice,
1522,Sergiusz,Migdalowski,Uniwersytet Krolewski,Katowice,IV,2008,,,Katowice,
1523,Tomasz,Gwozdziewicz,Politechnika Informatyczno-Elektroniczna,Grudziadz,II,1995,,,Grudziadz,
1524,Ryszard,Lubaszka,Politechnika Informatyczno-Elektroniczna,Zakopane,II,1399,,,Zakopane,
1525,Jakub,Wilinski,Politechnika Informatyczno-Elektroniczna,Swietochlowice,III,1525,,,Swietochlowice,
1526,Tadeusz,Sienkiewicz,Politechnika Informatyczno-Elektroniczna,Skierniewice,II,3207,,,Skierniewice,
1527,Jakub,Hajdukiewicz,Uniwersytet Krolewski,Sosnowiec,I,1627,,,Sosnowiec,
1528,Ilona,Banasiewicz,Uniwersytet Krolewski,Ogrodzieniec,I,2796,,,Ogrodzieniec,
1529,Slawomir,Balcerowski,Politechnika Informatyczno-Elektroniczna,Sosnowiec,II,1236,,,Sosnowiec,
1530,Tomasz,Witas,Politechnika Informatyczno-Elektroniczna,Wolbrom,II,2728,,,Wolbrom,
1531,Slawomir,Kominiarz,Uniwersytet Krolewski,Tarnow,V,1882,,,Tarnow,
1532,Krystyna,Damska,Politechnika Informatyczno-Elektroniczna,Tarnobrzeg,I,1502,,,Tarnobrzeg,
1533,Jan,Oleksy,Politechnika Krolewska,Ciechocinek,III,3180,,,Ciechocinek,
1534,Agata,Najowicz,Uniwersytet Krolewski,Prudnik,I,2951,,,Prudnik,
1535,Agata,Rakulska,Uniwersytet Krolewski,Naleczow,I,1824,,,Naleczow,
1536,Wiktor,Buczkowski,Uniwersytet Krolewski,Bielsko - Biala,II,1267,,,Bielsko - Biala,
1537,Alicja,Kraus,Politechnika Krolewska,Jaworzno,I,3162,,,Jaworzno,
1538,Michal,Polak,Uniwersytet Ekonomiczny,Warszawa,I,1720,,,Warszawa,
1539,Henryk,Barylka,Politechnika Informatyczno-Elektroniczna,Rajcza,I,2909,,,Rajcza,
1540,Barbara,Wolej,Politechnika Krolewska,Nysa,I,1795,,,Nysa,
1541,Adelajda,Klimczyk,Uniwersytet Krolewski,Siemianowice Slaskie,II,1932,,,Siemianowice Slaskie,
1542,Kamil,Baranowski,Politechnika Informatyczno-Elektroniczna,Gieblo,I,2743,,,Gieblo,
1543,Dawid,Kruk,Politechnika Krolewska,Olkusz,I,810,,,Olkusz,
1544,Anna,Kowalska,Uniwersytet Krolewski,Nysa,I,1612,,,Nysa,
1545,Robert,Zalewicz,Politechnika Krolewska,Olkusz,II,784,,,Olkusz,
1546,Rafal,Swiderski,Politechnika Krolewska,Katowice,I,1310,,,Katowice,
1547,Edyta,Rebajn,Uniwersytet Pedagogiczny,Rybnik,I,801,,,Rybnik,
1548,Klara,Sokolowska,Politechnika Krolewska,Sucha Beskidzka,V,557,,,Sucha Beskidzka,
1549,Barbara,Josiak,Uniwersytet Krolewski,Jaworzynka,I,3281,,,Jaworzynka,
1550,Beata,Walczak,Uniwersytet Krolewski,Swietochlowice,IV,986,,,Swietochlowice,
1551,Beata,Rompalska,Uniwersytet Krolewski,Katowice,I,2272,,,Katowice,
1552,Krystiana,Wolna,Politechnika Informatyczno-Elektroniczna,Mlynarze,III,2215,,,Mlynarze,
1553,Anna,Rozalska,Uniwersytet Krolewski,Nysa,I,471,,,Nysa,
1554,Czeslaw,Kawa,Politechnika Informatyczno-Elektroniczna,Gliwice,I,3138,,,Gliwice,
1555,Dorota,Lichwa,Politechnika Krolewska,Istebna,I,1005,,,Istebna,
1556,Mateusz,Kozlowski,Akademia Sztuk Pieknych,Gorki Male,I,3332,,,Gorki Male,
1557,Mateusz,Ceglarz,Uniwersytet Ekonomiczny,Kepice,I,771,,,Kepice,
1558,Andrzej,Balicki,Politechnika Informatyczno-Elektroniczna,Mikolajki,I,2463,,,Mikolajki,
1559,Halina,Malewska,Uniwersytet Krolewski,Warszawa,V,2999,,,Warszawa,
1560,Bartosz,Pawlik,Akademia Sztuk Pieknych,Zakopane,I,2115,,,Zakopane,
1561,Marek,Majcher,Politechnika Informatyczno-Elektroniczna,Gorzow Wielkopolski,I,3128,,,Gorzow Wielkopolski,
1562,Rafal,Wozny,Uniwersytet Krolewski,Sobotka,II,1187,,,Sobotka,
1563,Mieczyslaw,Zuchowski,Politechnika Informatyczno-Elektroniczna,Koniakow,I,1745,,,Koniakow,
1564,Ziemowit,Szczepanski,Akademia Sztuk Pieknych,Zywiec,III,1834,,,Zywiec,
1565,Anna,Pankiewicz,Uniwersytet Krolewski,Nowy Sacz,I,2463,,,Nowy Sacz,
1566,Zbigniew,Ostrowski,Politechnika Informatyczno-Elektroniczna,Tychy,II,2095,,,Tychy,
1567,Daria,Antonkiewicz,Uniwersytet Krolewski,Strzelce Opolskie,I,848,,,Strzelce Opolskie,
1568,Renata,Chyla,Politechnika Krolewska,Myszkow,II,3318,,,Myszkow,
1569,Karina,Urban,Uniwersytet Krolewski,Alwernia,II,1392,,,Alwernia,
1570,Anna,Dudek,Akademia Sztuk Pieknych,Zywiec,II,3196,,,Zywiec,
1571,Piotr,Chwalek,Uniwersytet Sportu i Turystyki,Rajcza,I,982,,,Rajcza,
1572,Zygfryd,Lechowski,Politechnika Informatyczno-Elektroniczna,Kleszczow,I,2032,,,Kleszczow,
1573,Irena,Calka,Uniwersytet Krolewski,Bielsk Podlaski,I,3103,,,Bielsk Podlaski,
1574,Karol,Wiercioch,Politechnika Informatyczno-Elektroniczna,Biala Podlaska,III,1875,,,Biala Podlaska,
1575,Tomasz,Cwierz,Uniwersytet Krolewski,Debrzno,IV,666,,,Debrzno,
1576,Adam,Kanarek,Uniwersytet Ekonomiczny,Jelenia Gora,I,1134,,,Jelenia Gora,
1577,Beata,Tyliba,Uniwersytet Krolewski,Torun,IV,3223,,,Torun,
1578,Ewa,Bartosz,Akademia Sztuk Pieknych,Raciborz,I,2717,,,Raciborz,
1579,Piotr,Smietanski,Politechnika Informatyczno-Elektroniczna,Jastrzebie-Zdroj,IV,3233,,,Jastrzebie-Zdroj,
1580,Slawomir,Malcharek,Politechnika Informatyczno-Elektroniczna,Olkusz,II,607,,,Olkusz,
1581,Lechoslaw,Bitwa,Akademia Sztuk Pieknych,Wojkowice,I,1641,,,Wojkowice,
1582,Aleksander,Polak,Politechnika Informatyczno-Elektroniczna,Siewierz,I,1516,,,Siewierz,
1583,Janusz,Kmicic,Politechnika Informatyczno-Elektroniczna,Bedzin,I,1121,,,Bedzin,
1584,Cezar,Pawlak,Politechnika Krolewska,Bochnia,I,1693,,,Bochnia,
1585,Mateusz,Symanski,Politechnika Informatyczno-Elektroniczna,Mikolow,V,955,,,Mikolow,
1586,Maria,Kazmierowska,Politechnika Informatyczno-Elektroniczna,Prudnik,I,859,,,Prudnik,
1587,Mateusz,Szwaja,Uniwersytet Sportu i Turystyki,Glubczyce,I,649,,,Glubczyce,
1588,Ewa,Laczna,Politechnika Krolewska,Prudnik,V,2539,,,Prudnik,
1589,Irena,Magiera,Politechnika Informatyczno-Elektroniczna,Tarnobrzeg,I,1898,,,Tarnobrzeg,
1590,Pawel,Jakubowski,Uniwersytet Ekonomiczny,Lodz,II,1145,,,Lodz,
1591,Karol,Szymanski,Politechnika Informatyczno-Elektroniczna,Kepice,I,2706,,,Kepice,
1592,Adam,Nieweglowski,Uniwersytet Krolewski,Slawkow,I,2497,,,Slawkow,
1593,Leszek,Kieslowski,Uniwersytet Krolewski,Ciechanow,I,1190,,,Ciechanow,
1594,Piotr,Bielawa,Politechnika Krolewska,Przasnysz,I,3047,,,Przasnysz,
1595,Konstantyn,Sokolowski,Politechnika Krolewska,Lublin,III,1293,,,Lublin,
1596,Lech,Balickiewicz,Uniwersytet Krolewski,Kielce,I,2987,,,Kielce,
1597,Marek,Kwolek,Politechnika Informatyczno-Elektroniczna,Ruda Slaska,I,2982,,,Ruda Slaska,
1598,Anna,Galaszewska,Politechnika Informatyczno-Elektroniczna,Wojkowice,I,3016,,,Wojkowice,
1599,Agnieszka,Garbaczyk,Politechnika Informatyczno-Elektroniczna,Gostyn,I,2910,,,Gostyn,
1600,Laura,Cedro,Uniwersytet Krolewski,Przemysl,I,2764,,,Przemysl,
1601,Rita,Pieczenczyk,Politechnika Informatyczno-Elektroniczna,Zywiec,II,2229,,,Zywiec,
